0,2022-05-08 21:18:23.651649,0.7004059553146362,0.6941150426864624,0.6926454901695251,1.0,0.0
125,2022-05-08 21:18:58.344848,0.36369043588638306,0.5120009183883667,2.5324044227600098,0.8100000023841858,1.0
250,2022-05-08 21:19:32.641917,0.7205759882926941,0.3495402932167053,1.559654951095581,0.8500000238418579,0.9700000286102295
375,2022-05-08 21:20:06.931592,0.4376421868801117,0.7036395072937012,1.013384461402893,0.800000011920929,0.9399999976158142
500,2022-05-08 21:20:41.190749,0.30735188722610474,0.4150514006614685,1.5177593231201172,0.8700000047683716,0.8700000047683716
625,2022-05-08 21:21:16.030495,0.43664854764938354,0.5156698226928711,1.1334346532821655,0.7799999713897705,0.9800000190734863
750,2022-05-08 21:21:50.392904,0.7273303270339966,0.4250977635383606,1.221219778060913,0.3100000023841858,0.9900000095367432
875,2022-05-08 21:22:24.268666,0.5993270874023438,0.3786076605319977,1.5387089252471924,0.7099999785423279,1.0
1000,2022-05-08 21:22:58.620254,0.38077160716056824,0.543583869934082,1.3609267473220825,0.7900000214576721,0.8199999928474426
1125,2022-05-08 21:23:33.740260,0.3444643020629883,0.4586779475212097,1.6456210613250732,0.6700000166893005,0.9399999976158142
1250,2022-05-08 21:24:08.159849,0.4131041467189789,0.804400622844696,2.2179455757141113,0.5199999809265137,1.0
1375,2022-05-08 21:24:42.672893,0.9130620956420898,0.5894350409507751,1.4884679317474365,0.7900000214576721,0.949999988079071
1500,2022-05-08 21:25:17.219091,0.8362962007522583,0.5162930488586426,1.3013942241668701,0.7099999785423279,0.9900000095367432
1625,2022-05-08 21:25:51.801555,0.3296441435813904,0.4627600610256195,1.8163385391235352,0.6299999952316284,0.9900000095367432
1750,2022-05-08 21:26:26.030403,0.4368673264980316,0.541753888130188,1.6040475368499756,0.6700000166893005,1.0
1875,2022-05-08 21:27:00.129374,0.5619295239448547,0.7103598117828369,1.7401206493377686,0.6899999976158142,0.9900000095367432
2000,2022-05-08 21:27:34.416789,0.6588073968887329,0.7001585364341736,1.7197046279907227,0.6899999976158142,0.8799999952316284
2125,2022-05-08 21:28:09.106877,0.40700602531433105,0.25645381212234497,1.8563768863677979,0.75,1.0
